above_threshold,ari,case_name,changepoints,duplicate_rate,duplicate_rate_conditional_on_hit,event_recall,experiment,f1,fn,fp,label_accuracy,localization_error,max_abs_error,max_score,mean_abs_error,mean_num_detections,mean_posterior_entropy,meta_ablation,meta_distance_type,meta_hazard,meta_horizon,meta_metric,meta_placeholder,meta_use_global,meta_use_prototypes,meta_variant,meta_window,method,nmi,num_detected,param_centered,param_d,param_delta,param_delta_rho,param_demeaned,param_epsilon,param_garch_noise,param_magnitude,param_mean_shift,param_mode_separation,param_n_after,param_n_before,param_n_changepoints,param_n_factors,param_n_per_segment,param_noise_level,param_nu,param_persistent,param_regime_duration,param_rho1,param_seed,param_serial_dependence,param_shift_family,param_shock_length,param_shock_type,param_signal_strength,param_similarity,param_sparsity,param_volatility_ratio,param_window_length,precision,recall,resource_name,resource_source,resource_url,threshold,tp,unavailable
nan,,gaussian_mean_variance,35;65;185;200;215,,,,A1,0.0,1.0,5.0,,nan,nan,0.0,nan,,,,,,,,,,,,,pelt_l2,,5.0,,5,,,,,,,0.2,,,,,,120,,,,,,0,,,,,,,,1.25,,0.0,0.0,PELT-L2,"Killick, Fearnhead, Eckley (2012); ruptures PELT documentation",https://ctruong.perso.math.cnrs.fr/ruptures-docs/build/html/detection/pelt.html,nan,0.0,0.0
nan,,gaussian_mean_variance,15;30;45;60;75;90;110;125;145;160;180;200;215,,,,A1,0.14285714285714288,0.0,12.0,,5.0,5.0,0.0,5.0,,,,,,,,,,,,,pelt_normal,,13.0,,5,,,,,,,0.2,,,,,,120,,,,,,0,,,,,,,,1.25,,0.07692307692307693,1.0,PELT-normal,ruptures documentation,https://centre-borelli.github.io/ruptures-docs/,nan,1.0,0.0
nan,,gaussian_mean_variance,,,,,A1,0.0,1.0,0.0,,nan,nan,0.0,nan,,,,,,,,,,,,,pelt_rbf,,0.0,,5,,,,,,,0.2,,,,,,120,,,,,,0,,,,,,,,1.25,,0.0,0.0,PELT-RBF,ruptures documentation,https://centre-borelli.github.io/ruptures-docs/,nan,0.0,0.0
nan,,gaussian_mean_variance,215,,,,A1,0.0,1.0,1.0,,nan,nan,0.0,nan,,,,,,,,,,,,,binseg,,1.0,,5,,,,,,,0.2,,,,,,120,,,,,,0,,,,,,,,1.25,,0.0,0.0,Binary Segmentation,ruptures documentation,https://centre-borelli.github.io/ruptures-docs/,nan,0.0,0.0
1.0,,gaussian_mean_variance,225,,,,A1,0.0,1.0,1.0,,nan,nan,10.892499142851328,nan,,,,,,,,,,,,,cusum_mean,,1.0,,5,,,,,,,0.2,,,,,,120,,,,,,0,,,,,,,,1.25,,0.0,0.0,CUSUM mean alarm,Classic cumulative-sum sequential monitoring,https://en.wikipedia.org/wiki/CUSUM,10.70773418393054,0.0,0.0
1.0,,gaussian_mean_variance,221,,,,A1,0.0,1.0,1.0,,nan,nan,26.73724845358177,nan,,,,,,,,,,,,,cusum_vol,,1.0,,5,,,,,,,0.2,,,,,,120,,,,,,0,,,,,,,,1.25,,0.0,0.0,CUSUM volatility alarm,Classic CUSUM applied to squared returns,https://en.wikipedia.org/wiki/CUSUM,26.066926013269846,0.0,0.0
0.0,,gaussian_mean_variance,,,,,A1,0.0,1.0,0.0,,nan,nan,0.008333333333333337,nan,,,,,0.008333333333333333,,,,,,,,bocpd_gaussian,,0.0,,5,,,,,,,0.2,,,,,,120,,,,,,0,,,,,,,,1.25,,0.0,0.0,Bayesian Online Change Point Detection,"Adams and MacKay, Bayesian Online Changepoint Detection, arXiv:0710.3742; dtolpin/bocd",https://arxiv.org/abs/0710.3742,0.5,0.0,0.0
1.0,,gaussian_mean_variance,191,,,,A1,0.0,1.0,1.0,,nan,nan,0.3265725569745057,nan,,,,,,,,,,,,,coordinate_w2_window_scan,,1.0,,5,,,,,,,0.2,,,,,,120,,,,,,0,,,,,,,,1.25,,0.0,0.0,Coordinate-wise W2 window scan,"Cheng et al., Optimal Transport Based Change Point Detection and Time Series Segment Clustering, arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.3248242426017389,0.0,0.0
1.0,,gaussian_mean_variance,194,,,,A1,0.0,1.0,1.0,,nan,nan,0.2981050850687854,nan,,,,,,,,,,,,,coordinate_w2_matched_filter,,1.0,,5,,,,,,,0.2,,,,,,120,,,,,,0,,,,,,,,1.25,,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.2978811810661762,0.0,0.0
1.0,,gaussian_mean_variance,126;156;195,,,,A1,0.5,0.0,2.0,,6.0,6.0,0.34966509330545026,6.0,,,full,sliced,,80,sliced_wasserstein,False,True,True,proposed_full,30,proposed_full,,3.0,,5,,,,,,,0.2,,,,,,120,,,,,,0,,,,,,,,1.25,,0.3333333333333333,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.3171967289811054,1.0,0.0
1.0,,gaussian_mean_variance,,,,,A1,0.0,1.0,0.0,,nan,nan,0.34966509330545026,nan,,,local_only,sliced,,80,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,30,proposed_local_persistence_proxy,,0.0,,5,,,,,,,0.2,,,,,,120,,,,,,0,,,,,,,,1.25,,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.3171967289811054,0.0,0.0
nan,,gaussian_mean_variance,75;115;155;170,,,,A1,0.4,0.0,3.0,,5.0,5.0,0.0,5.0,,,,,,,,,,,,,pelt_l2,,4.0,,5,,,,,,,0.2,,,,,,120,,,,,,1,,,,,,,,1.25,,0.25,1.0,PELT-L2,"Killick, Fearnhead, Eckley (2012); ruptures PELT documentation",https://ctruong.perso.math.cnrs.fr/ruptures-docs/build/html/detection/pelt.html,nan,1.0,0.0
nan,,gaussian_mean_variance,20;40;55;70;85;110;125;145;160;175;195;210;225,,,,A1,0.14285714285714288,0.0,12.0,,5.0,5.0,0.0,5.0,,,,,,,,,,,,,pelt_normal,,13.0,,5,,,,,,,0.2,,,,,,120,,,,,,1,,,,,,,,1.25,,0.07692307692307693,1.0,PELT-normal,ruptures documentation,https://centre-borelli.github.io/ruptures-docs/,nan,1.0,0.0
nan,,gaussian_mean_variance,,,,,A1,0.0,1.0,0.0,,nan,nan,0.0,nan,,,,,,,,,,,,,pelt_rbf,,0.0,,5,,,,,,,0.2,,,,,,120,,,,,,1,,,,,,,,1.25,,0.0,0.0,PELT-RBF,ruptures documentation,https://centre-borelli.github.io/ruptures-docs/,nan,0.0,0.0
nan,,gaussian_mean_variance,155,,,,A1,0.0,1.0,1.0,,nan,nan,0.0,nan,,,,,,,,,,,,,binseg,,1.0,,5,,,,,,,0.2,,,,,,120,,,,,,1,,,,,,,,1.25,,0.0,0.0,Binary Segmentation,ruptures documentation,https://centre-borelli.github.io/ruptures-docs/,nan,0.0,0.0
1.0,,gaussian_mean_variance,238,,,,A1,0.0,1.0,1.0,,nan,nan,20.994178183378203,nan,,,,,,,,,,,,,cusum_mean,,1.0,,5,,,,,,,0.2,,,,,,120,,,,,,1,,,,,,,,1.25,,0.0,0.0,CUSUM mean alarm,Classic cumulative-sum sequential monitoring,https://en.wikipedia.org/wiki/CUSUM,20.391880246856758,0.0,0.0
1.0,,gaussian_mean_variance,233,,,,A1,0.0,1.0,1.0,,nan,nan,186.45358079533804,nan,,,,,,,,,,,,,cusum_vol,,1.0,,5,,,,,,,0.2,,,,,,120,,,,,,1,,,,,,,,1.25,,0.0,0.0,CUSUM volatility alarm,Classic CUSUM applied to squared returns,https://en.wikipedia.org/wiki/CUSUM,185.6506112945748,0.0,0.0
0.0,,gaussian_mean_variance,,,,,A1,0.0,1.0,0.0,,nan,nan,0.008333333333333338,nan,,,,,0.008333333333333333,,,,,,,,bocpd_gaussian,,0.0,,5,,,,,,,0.2,,,,,,120,,,,,,1,,,,,,,,1.25,,0.0,0.0,Bayesian Online Change Point Detection,"Adams and MacKay, Bayesian Online Changepoint Detection, arXiv:0710.3742; dtolpin/bocd",https://arxiv.org/abs/0710.3742,0.5,0.0,0.0
1.0,,gaussian_mean_variance,114,,,,A1,1.0,0.0,0.0,,6.0,6.0,0.4373920082769329,6.0,,,,,,,,,,,,,coordinate_w2_window_scan,,1.0,,5,,,,,,,0.2,,,,,,120,,,,,,1,,,,,,,,1.25,,1.0,1.0,Coordinate-wise W2 window scan,"Cheng et al., Optimal Transport Based Change Point Detection and Time Series Segment Clustering, arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.41760299596571865,1.0,0.0
1.0,,gaussian_mean_variance,116,,,,A1,1.0,0.0,0.0,,4.0,4.0,0.3323470244952419,4.0,,,,,,,,,,,,,coordinate_w2_matched_filter,,1.0,,5,,,,,,,0.2,,,,,,120,,,,,,1,,,,,,,,1.25,,1.0,1.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.3312076481578096,1.0,0.0
1.0,,gaussian_mean_variance,113;131;157,,,,A1,0.5,0.0,2.0,,7.0,7.0,0.4649135870876595,7.0,,,full,sliced,,80,sliced_wasserstein,False,True,True,proposed_full,30,proposed_full,,3.0,,5,,,,,,,0.2,,,,,,120,,,,,,1,,,,,,,,1.25,,0.3333333333333333,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.4444990747681731,1.0,0.0
1.0,,gaussian_mean_variance,,,,,A1,0.0,1.0,0.0,,nan,nan,0.4649135870876595,nan,,,local_only,sliced,,80,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,30,proposed_local_persistence_proxy,,0.0,,5,,,,,,,0.2,,,,,,120,,,,,,1,,,,,,,,1.25,,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.4444990747681731,0.0,0.0
nan,,gaussian_mean_variance,35;65;125;185;200;215,,,,A1,0.2857142857142857,0.0,5.0,,5.0,5.0,0.0,5.0,,,,,,,,,,,,,pelt_l2,,6.0,,5,,,,,,,0.5,,,,,,120,,,,,,0,,,,,,,,1.5,,0.16666666666666666,1.0,PELT-L2,"Killick, Fearnhead, Eckley (2012); ruptures PELT documentation",https://ctruong.perso.math.cnrs.fr/ruptures-docs/build/html/detection/pelt.html,nan,1.0,0.0
nan,,gaussian_mean_variance,15;30;45;60;75;90;110;125;145;160;180;200;215,,,,A1,0.14285714285714288,0.0,12.0,,5.0,5.0,0.0,5.0,,,,,,,,,,,,,pelt_normal,,13.0,,5,,,,,,,0.5,,,,,,120,,,,,,0,,,,,,,,1.5,,0.07692307692307693,1.0,PELT-normal,ruptures documentation,https://centre-borelli.github.io/ruptures-docs/,nan,1.0,0.0
nan,,gaussian_mean_variance,,,,,A1,0.0,1.0,0.0,,nan,nan,0.0,nan,,,,,,,,,,,,,pelt_rbf,,0.0,,5,,,,,,,0.5,,,,,,120,,,,,,0,,,,,,,,1.5,,0.0,0.0,PELT-RBF,ruptures documentation,https://centre-borelli.github.io/ruptures-docs/,nan,0.0,0.0
nan,,gaussian_mean_variance,215,,,,A1,0.0,1.0,1.0,,nan,nan,0.0,nan,,,,,,,,,,,,,binseg,,1.0,,5,,,,,,,0.5,,,,,,120,,,,,,0,,,,,,,,1.5,,0.0,0.0,Binary Segmentation,ruptures documentation,https://centre-borelli.github.io/ruptures-docs/,nan,0.0,0.0
1.0,,gaussian_mean_variance,237,,,,A1,0.0,1.0,1.0,,nan,nan,17.373473312695022,nan,,,,,,,,,,,,,cusum_mean,,1.0,,5,,,,,,,0.5,,,,,,120,,,,,,0,,,,,,,,1.5,,0.0,0.0,CUSUM mean alarm,Classic cumulative-sum sequential monitoring,https://en.wikipedia.org/wiki/CUSUM,16.819349221857383,0.0,0.0
1.0,,gaussian_mean_variance,225,,,,A1,0.0,1.0,1.0,,nan,nan,79.65236049886401,nan,,,,,,,,,,,,,cusum_vol,,1.0,,5,,,,,,,0.5,,,,,,120,,,,,,0,,,,,,,,1.5,,0.0,0.0,CUSUM volatility alarm,Classic CUSUM applied to squared returns,https://en.wikipedia.org/wiki/CUSUM,79.33392734091112,0.0,0.0
0.0,,gaussian_mean_variance,,,,,A1,0.0,1.0,0.0,,nan,nan,0.008333333333333337,nan,,,,,0.008333333333333333,,,,,,,,bocpd_gaussian,,0.0,,5,,,,,,,0.5,,,,,,120,,,,,,0,,,,,,,,1.5,,0.0,0.0,Bayesian Online Change Point Detection,"Adams and MacKay, Bayesian Online Changepoint Detection, arXiv:0710.3742; dtolpin/bocd",https://arxiv.org/abs/0710.3742,0.5,0.0,0.0
1.0,,gaussian_mean_variance,123,,,,A1,1.0,0.0,0.0,,3.0,3.0,0.5414225722575546,3.0,,,,,,,,,,,,,coordinate_w2_window_scan,,1.0,,5,,,,,,,0.5,,,,,,120,,,,,,0,,,,,,,,1.5,,1.0,1.0,Coordinate-wise W2 window scan,"Cheng et al., Optimal Transport Based Change Point Detection and Time Series Segment Clustering, arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.529230477560661,1.0,0.0
1.0,,gaussian_mean_variance,194,,,,A1,0.0,1.0,1.0,,nan,nan,0.42927132249905103,nan,,,,,,,,,,,,,coordinate_w2_matched_filter,,1.0,,5,,,,,,,0.5,,,,,,120,,,,,,0,,,,,,,,1.5,,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.42894890073529374,0.0,0.0
1.0,,gaussian_mean_variance,123;156;195,,,,A1,0.5,0.0,2.0,,3.0,3.0,0.5028351228934693,3.0,,,full,sliced,,80,sliced_wasserstein,False,True,True,proposed_full,30,proposed_full,,3.0,,5,,,,,,,0.5,,,,,,120,,,,,,0,,,,,,,,1.5,,0.3333333333333333,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.47176006011379623,1.0,0.0
1.0,,gaussian_mean_variance,,,,,A1,0.0,1.0,0.0,,nan,nan,0.5028351228934693,nan,,,local_only,sliced,,80,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,30,proposed_local_persistence_proxy,,0.0,,5,,,,,,,0.5,,,,,,120,,,,,,0,,,,,,,,1.5,,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.47176006011379623,0.0,0.0
nan,,gaussian_mean_variance,70;140;155;170;185,,,,A1,0.0,1.0,5.0,,nan,nan,0.0,nan,,,,,,,,,,,,,pelt_l2,,5.0,,5,,,,,,,0.5,,,,,,120,,,,,,1,,,,,,,,1.5,,0.0,0.0,PELT-L2,"Killick, Fearnhead, Eckley (2012); ruptures PELT documentation",https://ctruong.perso.math.cnrs.fr/ruptures-docs/build/html/detection/pelt.html,nan,0.0,0.0
nan,,gaussian_mean_variance,20;40;55;70;85;110;125;145;160;175;195;210;225,,,,A1,0.14285714285714288,0.0,12.0,,5.0,5.0,0.0,5.0,,,,,,,,,,,,,pelt_normal,,13.0,,5,,,,,,,0.5,,,,,,120,,,,,,1,,,,,,,,1.5,,0.07692307692307693,1.0,PELT-normal,ruptures documentation,https://centre-borelli.github.io/ruptures-docs/,nan,1.0,0.0
nan,,gaussian_mean_variance,,,,,A1,0.0,1.0,0.0,,nan,nan,0.0,nan,,,,,,,,,,,,,pelt_rbf,,0.0,,5,,,,,,,0.5,,,,,,120,,,,,,1,,,,,,,,1.5,,0.0,0.0,PELT-RBF,ruptures documentation,https://centre-borelli.github.io/ruptures-docs/,nan,0.0,0.0
nan,,gaussian_mean_variance,155,,,,A1,0.0,1.0,1.0,,nan,nan,0.0,nan,,,,,,,,,,,,,binseg,,1.0,,5,,,,,,,0.5,,,,,,120,,,,,,1,,,,,,,,1.5,,0.0,0.0,Binary Segmentation,ruptures documentation,https://centre-borelli.github.io/ruptures-docs/,nan,0.0,0.0
1.0,,gaussian_mean_variance,238,,,,A1,0.0,1.0,1.0,,nan,nan,57.33595760511828,nan,,,,,,,,,,,,,cusum_mean,,1.0,,5,,,,,,,0.5,,,,,,120,,,,,,1,,,,,,,,1.5,,0.0,0.0,CUSUM mean alarm,Classic cumulative-sum sequential monitoring,https://en.wikipedia.org/wiki/CUSUM,56.086593059475696,0.0,0.0
1.0,,gaussian_mean_variance,238,,,,A1,0.0,1.0,1.0,,nan,nan,319.55335691557514,nan,,,,,,,,,,,,,cusum_vol,,1.0,,5,,,,,,,0.5,,,,,,120,,,,,,1,,,,,,,,1.5,,0.0,0.0,CUSUM volatility alarm,Classic CUSUM applied to squared returns,https://en.wikipedia.org/wiki/CUSUM,319.1662909380344,0.0,0.0
0.0,,gaussian_mean_variance,,,,,A1,0.0,1.0,0.0,,nan,nan,0.008333333333333337,nan,,,,,0.008333333333333333,,,,,,,,bocpd_gaussian,,0.0,,5,,,,,,,0.5,,,,,,120,,,,,,1,,,,,,,,1.5,,0.0,0.0,Bayesian Online Change Point Detection,"Adams and MacKay, Bayesian Online Changepoint Detection, arXiv:0710.3742; dtolpin/bocd",https://arxiv.org/abs/0710.3742,0.5,0.0,0.0
1.0,,gaussian_mean_variance,114,,,,A1,1.0,0.0,0.0,,6.0,6.0,0.695655196394386,6.0,,,,,,,,,,,,,coordinate_w2_window_scan,,1.0,,5,,,,,,,0.5,,,,,,120,,,,,,1,,,,,,,,1.5,,1.0,1.0,Coordinate-wise W2 window scan,"Cheng et al., Optimal Transport Based Change Point Detection and Time Series Segment Clustering, arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.6783000011890367,1.0,0.0
1.0,,gaussian_mean_variance,117,,,,A1,1.0,0.0,0.0,,3.0,3.0,0.5561860623250141,3.0,,,,,,,,,,,,,coordinate_w2_matched_filter,,1.0,,5,,,,,,,0.5,,,,,,120,,,,,,1,,,,,,,,1.5,,1.0,1.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.5538075797696137,1.0,0.0
1.0,,gaussian_mean_variance,113;131;157,,,,A1,0.5,0.0,2.0,,7.0,7.0,0.7309382142611188,7.0,,,full,sliced,,80,sliced_wasserstein,False,True,True,proposed_full,30,proposed_full,,3.0,,5,,,,,,,0.5,,,,,,120,,,,,,1,,,,,,,,1.5,,0.3333333333333333,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.7100129961088953,1.0,0.0
1.0,,gaussian_mean_variance,,,,,A1,0.0,1.0,0.0,,nan,nan,0.7309382142611188,nan,,,local_only,sliced,,80,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,30,proposed_local_persistence_proxy,,0.0,,5,,,,,,,0.5,,,,,,120,,,,,,1,,,,,,,,1.5,,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.7100129961088953,0.0,0.0
1.0,,variance_matched_tail_shift,148;213,,,,A2,0.0,1.0,2.0,,nan,nan,12.351254120874524,nan,,,,,,,,,,,,,ewma_vol,,2.0,,,,,,,none,,,,,,1,,120,,6,,,,0,,,,,,,,,,0.0,0.0,EWMA volatility alarm,RiskMetrics-style EWMA volatility monitoring,https://www.msci.com/research-and-insights/paper/1996-riskmetrics-technical-document,11.14131071161017,0.0,0.0
1.0,,variance_matched_tail_shift,108;158,,,,A2,0.6666666666666666,0.0,1.0,,12.0,12.0,15.768769940102029,12.0,,,,,,,,,,,,,cusum_vol,,2.0,,,,,,,none,,,,,,1,,120,,6,,,,0,,,,,,,,,,0.5,1.0,CUSUM volatility alarm,Classic CUSUM applied to squared returns,https://en.wikipedia.org/wiki/CUSUM,15.719204432697705,1.0,0.0
1.0,,variance_matched_tail_shift,38,,,,A2,0.0,1.0,1.0,,nan,nan,0.3666666666666667,nan,,,,,,,,,,,,,ks,,1.0,,,,,,,none,,,,,,1,,120,,6,,,,0,,,,,,,,,,0.0,0.0,KS window scan,scipy.stats.ks_2samp documentation,https://docs.scipy.org/doc/scipy/reference/generated/scipy.stats.ks_2samp.html,0.3377777777777775,0.0,0.0
1.0,,variance_matched_tail_shift,38,,,,A2,0.0,1.0,1.0,,nan,nan,0.6716666666666669,nan,,,,,,,,,,,,,cvm,,1.0,,,,,,,none,,,,,,1,,120,,6,,,,0,,,,,,,,,,0.0,0.0,Cramer-von Mises window scan,scipy.stats.cramervonmises_2samp documentation,https://docs.scipy.org/doc/scipy/reference/generated/scipy.stats.cramervonmises_2samp.html,0.5732222222222222,0.0,0.0
1.0,,variance_matched_tail_shift,38,,,,A2,0.0,1.0,1.0,,nan,nan,0.14112299862279135,nan,,,,,,,,,,,,,mmd,,1.0,,,,,,,none,,,,,,1,,120,,6,,,,0,,,,,,,,,,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.11948745486789575,0.0,0.0
1.0,,variance_matched_tail_shift,38,,,,A2,0.0,1.0,1.0,,nan,nan,0.2987556601527301,nan,,,,,,,,,,,,,energy,,1.0,,,,,,,none,,,,,,1,,120,,6,,,,0,,,,,,,,,,0.0,0.0,Energy distance scan,"Matteson and James, A Nonparametric Approach for Multiple Change Point Analysis of Multivariate Data, JASA 2014",https://doi.org/10.1080/01621459.2013.849605,0.25345488339162087,0.0,0.0
nan,,variance_matched_tail_shift,,,,,A2,0.0,1.0,0.0,,nan,nan,0.0,nan,,,,,,,,,,,,,pelt_rbf,,0.0,,,,,,,none,,,,,,1,,120,,6,,,,0,,,,,,,,,,0.0,0.0,PELT-RBF,ruptures documentation,https://centre-borelli.github.io/ruptures-docs/,nan,0.0,0.0
1.0,,variance_matched_tail_shift,164,,,,A2,0.0,1.0,1.0,,nan,nan,0.37237915646944175,nan,,,,,,,,,,,,,coordinate_w2_matched_filter,,1.0,,,,,,,none,,,,,,1,,120,,6,,,,0,,,,,,,,,,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.3707779852188521,0.0,0.0
1.0,,variance_matched_tail_shift,127;165,,,,A2,0.6666666666666666,0.0,1.0,,7.0,7.0,0.5877724902593235,7.0,,,full,sliced,,80,sliced_wasserstein,False,True,True,proposed_full,30,proposed_full,,2.0,,,,,,,none,,,,,,1,,120,,6,,,,0,,,,,,,,,,0.5,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.500605819792639,1.0,0.0
1.0,,variance_matched_tail_shift,24;192,,,,A2,0.0,1.0,2.0,,nan,nan,19.232821609709614,nan,,,,,,,,,,,,,ewma_vol,,2.0,,,,,,,none,,,,,,1,,120,,6,,,,1,,,,,,,,,,0.0,0.0,EWMA volatility alarm,RiskMetrics-style EWMA volatility monitoring,https://www.msci.com/research-and-insights/paper/1996-riskmetrics-technical-document,12.869572556994106,0.0,0.0
1.0,,variance_matched_tail_shift,217,,,,A2,0.0,1.0,1.0,,nan,nan,17.44343067387011,nan,,,,,,,,,,,,,cusum_vol,,1.0,,,,,,,none,,,,,,1,,120,,6,,,,1,,,,,,,,,,0.0,0.0,CUSUM volatility alarm,Classic CUSUM applied to squared returns,https://en.wikipedia.org/wiki/CUSUM,17.217852855174588,0.0,0.0
1.0,,variance_matched_tail_shift,195,,,,A2,0.0,1.0,1.0,,nan,nan,0.4000000000000001,nan,,,,,,,,,,,,,ks,,1.0,,,,,,,none,,,,,,1,,120,,6,,,,1,,,,,,,,,,0.0,0.0,KS window scan,scipy.stats.ks_2samp documentation,https://docs.scipy.org/doc/scipy/reference/generated/scipy.stats.ks_2samp.html,0.39111111111111097,0.0,0.0
1.0,,variance_matched_tail_shift,191,,,,A2,0.0,1.0,1.0,,nan,nan,0.8979629629629636,nan,,,,,,,,,,,,,cvm,,1.0,,,,,,,none,,,,,,1,,120,,6,,,,1,,,,,,,,,,0.0,0.0,Cramer-von Mises window scan,scipy.stats.cramervonmises_2samp documentation,https://docs.scipy.org/doc/scipy/reference/generated/scipy.stats.cramervonmises_2samp.html,0.8512962962962968,0.0,0.0
1.0,,variance_matched_tail_shift,195,,,,A2,0.0,1.0,1.0,,nan,nan,0.16525499432501048,nan,,,,,,,,,,,,,mmd,,1.0,,,,,,,none,,,,,,1,,120,,6,,,,1,,,,,,,,,,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.15460054119682423,0.0,0.0
1.0,,variance_matched_tail_shift,191,,,,A2,0.0,1.0,1.0,,nan,nan,0.3530627958593166,nan,,,,,,,,,,,,,energy,,1.0,,,,,,,none,,,,,,1,,120,,6,,,,1,,,,,,,,,,0.0,0.0,Energy distance scan,"Matteson and James, A Nonparametric Approach for Multiple Change Point Analysis of Multivariate Data, JASA 2014",https://doi.org/10.1080/01621459.2013.849605,0.300589593815159,0.0,0.0
nan,,variance_matched_tail_shift,,,,,A2,0.0,1.0,0.0,,nan,nan,0.0,nan,,,,,,,,,,,,,pelt_rbf,,0.0,,,,,,,none,,,,,,1,,120,,6,,,,1,,,,,,,,,,0.0,0.0,PELT-RBF,ruptures documentation,https://centre-borelli.github.io/ruptures-docs/,nan,0.0,0.0
1.0,,variance_matched_tail_shift,189,,,,A2,0.0,1.0,1.0,,nan,nan,0.7146948980817645,nan,,,,,,,,,,,,,coordinate_w2_matched_filter,,1.0,,,,,,,none,,,,,,1,,120,,6,,,,1,,,,,,,,,,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.711561576730489,0.0,0.0
1.0,,variance_matched_tail_shift,120;150;169,,,,A2,0.5,0.0,2.0,,0.0,0.0,1.0526084683968144,0.0,,,full,sliced,,80,sliced_wasserstein,False,True,True,proposed_full,30,proposed_full,,3.0,,,,,,,none,,,,,,1,,120,,6,,,,1,,,,,,,,,,0.3333333333333333,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.9895912308849317,1.0,0.0
1.0,,variance_matched_tail_shift,181;218,,,,A2,0.0,1.0,2.0,,nan,nan,12.416750270944998,nan,,,,,,,,,,,,,ewma_vol,,2.0,,,,,,,none,,,,,,1,,120,,20,,,,0,,,,,,,,,,0.0,0.0,EWMA volatility alarm,RiskMetrics-style EWMA volatility monitoring,https://www.msci.com/research-and-insights/paper/1996-riskmetrics-technical-document,10.763503733356606,0.0,0.0
1.0,,variance_matched_tail_shift,218,,,,A2,0.0,1.0,1.0,,nan,nan,33.89837483498759,nan,,,,,,,,,,,,,cusum_vol,,1.0,,,,,,,none,,,,,,1,,120,,20,,,,0,,,,,,,,,,0.0,0.0,CUSUM volatility alarm,Classic CUSUM applied to squared returns,https://en.wikipedia.org/wiki/CUSUM,32.97067723141082,0.0,0.0
1.0,,variance_matched_tail_shift,38,,,,A2,0.0,1.0,1.0,,nan,nan,0.3666666666666667,nan,,,,,,,,,,,,,ks,,1.0,,,,,,,none,,,,,,1,,120,,20,,,,0,,,,,,,,,,0.0,0.0,KS window scan,scipy.stats.ks_2samp documentation,https://docs.scipy.org/doc/scipy/reference/generated/scipy.stats.ks_2samp.html,0.3377777777777775,0.0,0.0
1.0,,variance_matched_tail_shift,38,,,,A2,0.0,1.0,1.0,,nan,nan,0.6716666666666669,nan,,,,,,,,,,,,,cvm,,1.0,,,,,,,none,,,,,,1,,120,,20,,,,0,,,,,,,,,,0.0,0.0,Cramer-von Mises window scan,scipy.stats.cramervonmises_2samp documentation,https://docs.scipy.org/doc/scipy/reference/generated/scipy.stats.cramervonmises_2samp.html,0.5732222222222222,0.0,0.0
